etd_1
thesis_format,title,publication_date,degree_name,department,department2,embargo,embargo_date,embargo_reason,language,keywords,disciplines,distribution_license,author1_institution
,Identification of a Nuclear Localization Signal (NLS) within the Pleckstrin Homology (PH) domain of Rho Guanine Nucleotide Exchange Factor (RGNEF),2016-10-19 00:00,Master of Science,Pathology,,TRUE,2018-09-20 00:00,Other,English,Amyotrophic Lateral Sclerosis; Rho Guanine Nucleotide Exchange Factor; Pleckstrin Homology Domain; Nuclear Localization Signal; Confocal Microscopy; Subcellular Fractionation,Medical Cell Biology,,The University of Western Ontario
,"Species Pluralism: Conceptual, Ontological, and Practical Dimensions",2016-11-11 00:00,Doctor of Philosophy,Philosophy,,FALSE,,,English,"Pluralism, species, evolutionary theory, scientific unity, systematic biology, Aristotle",Biology; Ecology and Evolutionary Biology; History of Philosophy; Metaphysics; Microbiology; Other Life Sciences; Philosophy of Science,,The University of Western Ontario
,Fate of Benzalkonium Chlorides in Natural Environment and Treatment Processes,2016-11-17 00:00,Doctor of Philosophy,Chemical and Biochemical Engineering,,FALSE,,,English,"Benzalkonium chlorides, biodegradation, soil adsorption, soil column leaching, phytotoxicity, plant uptake, advanced oxidation treatment, ozone-hydrogen peroxide",Environmental Engineering,,The University of Western Ontario
,Accounts of Engagement: Conditions and Capitals of Indigenous Participation in Canadian Commercial Archaeology,2016-12-08 00:00,Doctor of Philosophy,Anthropology,,FALSE,,Other,English,"Cultural Resource Management, Bourdieu, Cultural Capital, Social Capital, Indigenous Engagement, Archaeology",Archaeological Anthropology,,The University of Western Ontario
,Assessing Physical Activity and Sedentary Time in the Early Years,2016-11-16 00:00,Doctor of Philosophy,Health and Rehabilitation Sciences,,FALSE,,,English,"physical activity, sedentary time, accelerometer, health promotion, toddler, preschooler",Maternal and Child Health; Medicine and Health Sciences; Public Health; Public Health Education and Promotion,,The University of Western Ontario
,Volatility Modelling with Applications to Equity and Foreign Exchange Markets,2016-11-29 00:00,Doctor of Philosophy,Economics,,FALSE,,,English,"volatility modelling, derivatives pricing, risk management, forecasting",Econometrics; Finance,,The University of Western Ontario
,Optimizing the Composition and Delivery of Assessment and Treatment Following Distal Radius Fracture,2016-12-08 00:00,Doctor of Philosophy,Physical Therapy,,FALSE,,,English,"distal radius fracture, goniometry, superficial heat modalities, edema, range of motion",Occupational Therapy; Physical Therapy,,The University of Western Ontario
,Regulation of E2F1 in Keratinocytes During UV-Damage and Differentiation,2016-11-10 00:00,Doctor of Philosophy,Pharmacology and Toxicology,,FALSE,2018-11-11 00:00,,English,"Keratinocytes, E2F, post-translational modification, hHR23, DNA photodamage, Cdh1.",Cancer Biology,,The University of Western Ontario
,Molecular Characterization of Viruses Infecting Greenhouse Vegetables in Ontario,2016-10-31 00:00,Master of Science,Biology,,FALSE,,,English,"Small RNA sequencing, CGMMV, BPEV, PMoV, Water-mediated transmission, Cross protection.",Molecular Biology; Plant Pathology,,The University of Western Ontario
,Joint Models for Spatial and Spatio-Temporal Point Processes,2016-11-21 00:00,Doctor of Philosophy,Statistics and Actuarial Sciences,,FALSE,,,English,"joint modelling, spatio-temporal point processes, zero-inflation, marked point processes, disease mapping, conditional autoregressive models",Statistics and Probability,,The University of Western Ontario
,Reproductive skew can provide a net advantage in both conditional and unconditional social interactions,2016-11-15 00:00,Master of Science,Applied Mathematics,,FALSE,,,English,"mathematical modelling, branching process, kin selection, evolutionary game, Monte Carlo simulation, population genetics",Ordinary Differential Equations and Applied Dynamics; Other Applied Mathematics,,The University of Western Ontario
,Role of Causal Information in Patient Education:  An Experimental and Clinical Approach,2016-11-25 00:00,Doctor of Philosophy,Psychology,,FALSE,,,English,"Patient education, causal reasoning, cardiac rehabilitation, health information, patient adherence, cardiovascular disease management",Health Psychology,,The University of Western Ontario
,Fitness-to-Drive Screening Measure© : Constructing and Validating the short form,2016-11-14 00:00,Master of Science,Health and Rehabilitation Sciences,,FALSE,,,English,"Older drivers, caregivers, exploratory factor analysis, receiver operator characteristic (ROC) curve, short form, concurrent criterion validity",Medicine and Health Sciences; Occupational Therapy; Other Medicine and Health Sciences; Other Rehabilitation and Therapy,,The University of Western Ontario
,Riboregulation of Bacterial Transposons,2016-12-12 00:00,Doctor of Philosophy,Biochemistry,,FALSE,,,English,"Hfq, sRNA, IS10/Tn10, IS200, transposon, Bacterial genetics",Molecular Biology,,The University of Western Ontario
,Characterization of RanBPM Subcellular Localization and Function in HDAC6 Regulation,2016-11-29 00:00,Doctor of Philosophy,Biochemistry,,TRUE,2018-11-29 00:00,Other,English,"RanBPM, CTLH complex, subcellular localization, microtubules, α-tubulin, aggresome, HDAC6, cell migration, tumour suppressor",Biochemistry,,The University of Western Ontario
,Homeric Kinship on the Margins of the Oikos,2016-12-02 00:00,Doctor of Philosophy,Classics,,FALSE,,,English,"Homer, Kinship, Bastardy, Slavery, Exile",Classical Literature and Philology,,The University of Western Ontario
,"Registration and Familial Consent for Deceased Organ Donation Among Ethnic Minorities in Ontario, Canada:  Opportunities for Improvement",2016-11-23 00:00,Doctor of Philosophy,Epidemiology and Biostatistics,,TRUE,2018-11-23 00:00,,English,organ donation,Other Medicine and Health Sciences,,The University of Western Ontario
,Household Living Arrangement and Quality of Life in Adults with Mental Illness,2016-11-22 00:00,Master of Science,Epidemiology and Biostatistics,,FALSE,,,English,"Mental health, mental illness, quality of life, living arrangement, social support, linear regression, cross-sectional studies, mediation, moderation",Mental and Social Health,,The University of Western Ontario
,The Truth and Reconciliation Commission of Canada and Crown-Aboriginal Relations,2016-12-20 00:00,Doctor of Philosophy,Political Science,,FALSE,,,English,,,,The University of Western Ontario
,Role of Lipid Mediators in P2X7 Signaling in Osteoblasts,2016-11-22 00:00,Master of Clinical Science,Orthodontics,,TRUE,2018-02-01 00:00,Commercial Publication,English,"Bone remodeling, orthodontic tooth movement, mechanotransduction, P2X7, gene expression, osteoblasts",Orthodontics and Orthodontology,,The University of Western Ontario
,“Follow Me So I Can DM You Back”:  An Exploratory Analysis of a Female Pro- ISIS Twitter Network,2016-11-28 00:00,Master of Arts,Sociology,,FALSE,,,English,"Females, pro-jihadist terrorism, Islamic State of Syria and Iraq, radicalization, online radical milieus, social media, Twitter, Social Network Analysis",Criminology; Sociology,,The University of Western Ontario
,Sulfur Species Selective Adsorption Using A New Offretite Based Additive,2016-11-30 00:00,Doctor of Philosophy,Chemical and Biochemical Engineering,,FALSE,,,English,"Zn-offretite, Sulfur Adsorption, FCC Additive, Zinc Direct Zeolite Synthesis, Thiophenic Species Removal",Catalysis and Reaction Engineering,,The University of Western Ontario
,"Modeling, Sensorization and Control of Concentric-Tube Robots",2016-12-01 00:00,Doctor of Philosophy,Electrical and Computer Engineering,,TRUE,2018-12-01 00:00,Other,English,"Concentric-Tube Robots, Kinematic Modeling, Kinematic Instability, Fiber-Bragg Grating Sensors, Force and Shape Sensing, Force Control of Continuum Robots",Robotics,,The University of Western Ontario
,Synthesis of Metal-Containing Polymers and Stable Organic Radical-Containing Polymers and Their Use as Advanced Functional Materials,2016-12-09 00:00,Doctor of Philosophy,Chemistry,,FALSE,,,English,"Stable Radical Polymers, Materials Chemistry, Electrochemistry, Metal-Containing Polymers, Macrocycle, Ring-Opening Metathesis Polymerization",Inorganic Chemistry; Materials Chemistry; Organic Chemistry; Polymer Chemistry,,The University of Western Ontario
,Development and Optimization of 19F-MRI for Tracking Cellular Therapeutics,2016-12-01 00:00,Doctor of Philosophy,Medical Biophysics,,TRUE,2017-04-01 00:00,Other,English,"MRI, Cell tracking, fluorine-19, mesenchymal stem cells, peripheral blood mononuclear cells","Other Analytical, Diagnostic and Therapeutic Techniques and Equipment",,The University of Western Ontario
,Nasal Morphology As A Predictor Of Craniofacial Growth Direction,2016-11-14 00:00,Master of Clinical Science,Orthodontics,,FALSE,,,English,"nasal morphology, nasal contour, craniofacial growth direction, vertical growth, nose",Orthodontics and Orthodontology,,The University of Western Ontario
,"Leadership Practices of Principals of Selected Public Secondary Schools in Kathmandu, Nepal",2016-12-14 00:00,Master of Education,Education,,FALSE,,,English,"School Leadership, Principal Leadership Effectiveness, Nepal Education, Leadership Understandings, Public Secondary Schools, Leadership Dimensions",Educational Leadership,,The University of Western Ontario
,Collaborative Work Environments: Development and Sustainability,2016-12-12 00:00,Doctor of Education,Education,,FALSE,,,English,"elementary principals, collaboration, leadership, school culture, Ontario",Educational Leadership,,The University of Western Ontario
,"Synthesis of Metal-Containing Phosphines and Their Use in Coordination, Polymer, and Materials Chemistry",2016-12-14 00:00,Doctor of Philosophy,Chemistry,,FALSE,,,English,"Metal-Containing Polymers, Stable Phosphines, Polyelectrolytes, Coordination Chemistry, Pyrolysis, Nanomaterials",Inorganic Chemistry; Materials Chemistry; Polymer Chemistry,,The University of Western Ontario
,Investigating Preservice Teachers’ Self-Efficacy and Practicum Experiences,2016-11-30 00:00,Master of Arts,Education,,FALSE,,,English,"Preservice, self-efficacy, practicum, inclusion, teacher preparation programs.",Teacher Education and Professional Development,,The University of Western Ontario
,"The Work of Elementary Principals in Supporting New Teachers in Ontario, Publicly-Funded, English Speaking Schools",2016-12-13 00:00,Doctor of Education,Education,,FALSE,,,English,"principal, new teacher, new teacher induction, work, early career teacher support, mentoring",Educational Leadership,,The University of Western Ontario
,How Elementary School Principals Manage Accountability Expectations,2016-12-12 00:00,Doctor of Education,Education,,FALSE,,,English,"Ontario elementary principals, accountability, multiple accountability systems, principals' work, work intensification",Educational Leadership,,The University of Western Ontario
,Miniature Implantable Telemetry System for Pressure-Volume Cardiac Monitoring,2016-12-06 00:00,Doctor of Philosophy,Electrical and Computer Engineering,,TRUE,2018-12-06 00:00,Commercial Publication,English,"Implantable Medical Devices, Biomedical Applications, Blood Pressure and Blood Volume, Safety Pharmacology, Biomedical Telemetry, Cardiac Left Ventricle",Biomedical Devices and Instrumentation,,The University of Western Ontario
,"The Happy Secret:  Alexandra of Denmark and Ireland, 1863-1925",2017-01-24 00:00,Doctor of Philosophy,History,,FALSE,,,English,"Ireland, Monarchy, Newspapers, Popular Press, Alexandra of Denmark",European History; History of Gender; Political History; Social History,,The University of Western Ontario
,The Impacts of Climate Change on Communities of Fungi in Boreal Peatlands,2016-12-09 00:00,Doctor of Philosophy,Biology,,FALSE,,,English,"Fungal community composition, rDNA, LSU, Illumina sequencing, decomposers, climate change, peatlands",Biodiversity,,The University of Western Ontario
,"Identification, Quantification and Removal of Pharmaceuticals and Endocrine Disrupting Compounds from Water Using Customized PDMS Membrane",2017-01-10 00:00,Doctor of Philosophy,Civil and Environmental Engineering,,FALSE,,,English,"Wastewater effluent, pharmaceutically active compounds, endocrine disrupting compounds, organic solvent nanofiltration, PDMS, polyimide",Environmental Engineering,,The University of Western Ontario
,"Sedimentology and geochemistry of the mixed carbonate-siliciclastic Espanola Formation, Paleoproterozoic Huronian Supergroup, Bruce Mines-Elliot Lake Area, Ontario, Canada",2016-12-02 00:00,Doctor of Philosophy,Geology,,FALSE,,,English,"Espanola Formation, Huronian Supergroup, Paleoproterozoic, rift basin, mixed carbonate-siliciclastic, shallow-marine, cap carbonate, geochemistry, stable carbon and oxygen isotopes",Geochemistry; Sedimentology,,The University of Western Ontario
