Last Name	First and Middle Name	Departments	Faculty	ORCID
Williamson	Stephen D	Economics	Faculty of Social Science	0009-0007-4677-1803
Zheng	Charles	Economics	Faculty of Social Science	0000-0001-8900-9471
Ambtman Smith	Vanessa Nadia	Geography and Environment	Faculty of Social Science	0000-0001-7760-269X
Ashmore	Peter E	Geography and Environment	Faculty of Social Science	0000-0002-2928-2406
Baxter	Jamie W	Geography and Environment	Faculty of Social Science	0000-0003-3410-0969
Bowness	Evan	Geography and Environment	Faculty of Social Science	0000-0001-6038-960X
Coen	Stephanie	Geography and Environment	Faculty of Social Science	0000-0003-3939-8792
Dakin	Cortney K.	Geography and Environment	Faculty of Social Science	0000-0001-9133-3406
Eyvindson	Katrina Ann	Geography and Environment	Faculty of Social Science	0000-0001-8633-5677
Gilliland	Jason A	"Geography and Environment, Epidemiology and Biostatistics, Paediatrics"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0002-2909-2178
Goldblum	David	Geography and Environment	Faculty of Social Science	0000-0002-3622-1548
Hopkins	Jeffrey Slater Patrick	Geography and Environment	Faculty of Social Science	
Hunsberger	Carol	Geography and Environment	Faculty of Social Science	0000-0002-2761-1333
Lee	Jinhyung	Geography and Environment	Faculty of Social Science	0000-0003-1859-3441
Leszczynski	Agnieszka	Geography and Environment	Faculty of Social Science	0000-0002-5167-0499
Lewis	Diana	Geography and Environment	Faculty of Social Science	
Long	Jed	Geography and Environment	Faculty of Social Science	0000-0003-3961-3085
Luckman	Brian	Geography and Environment	Faculty of Social Science	
Martin	Gina	Geography and Environment	Faculty of Social Science	
McBean	Gordon	Geography and Environment	Faculty of Social Science	
Metson	Genevieve Suzanne	Geography and Environment	Faculty of Social Science	0000-0002-8081-2126
Richmond	Chantelle	Geography and Environment	Faculty of Social Science	0000-0002-8944-9669
Shrubsole	Daniel A	Geography and Environment	Faculty of Social Science	0009-0002-3374-4367
Solomon	Nassisse	Geography and Environment	Faculty of Social Science	
Tchoukaleyska	Roza Emilora	Geography and Environment	Faculty of Social Science	0009-0009-6349-6211
Voogt	James A	Geography and Environment	Faculty of Social Science	0000-0002-7975-0052
Wang	Jinfei	Geography and Environment	Faculty of Social Science	0000-0002-8404-0530
Weis	Tony	Geography and Environment	Faculty of Social Science	0000-0002-0236-8218
Williams	Katharine Anne Lewis	Geography and Environment	Faculty of Social Science	0000-0002-1876-7352
Yates	Adam	Geography and Environment	Faculty of Social Science	
Charumbira	Ruramisai	History	Faculty of Social Science	0009-0003-6252-5945
Dove	Michael F	History	Faculty of Social Science	0000-0002-1758-8221
Dyczok	Marta	"History, Political Science"	Faculty of Social Science	0000-0002-8106-8589
Flath	James A.	History	Faculty of Social Science	0000-0003-0507-1265
Fleming	Keith R.	History	Faculty of Social Science	0009-0001-9947-7313
Groat	Cody W.	"History, Indigenous Studies"	Faculty of Social Science	0009-0004-4775-4974
Halpern	Monda	History	Faculty of Social Science	0009-0003-4213-0145
Hamilton	Michelle Anne	History	Faculty of Social Science	0009-0004-9005-0788
Hammond	Mitchell L.	History	Faculty of Social Science	0009-0006-6686-5594
Krats	Peter Vaino Karl	History	Faculty of Social Science	0009-0004-8160-7425
MacDougall	Robert	History	Faculty of Social Science	0000-0002-3362-5942
MacEachern	Alan	History	Faculty of Social Science	0009-0009-9246-5481
May	Allyson	History	Faculty of Social Science	0009-0009-0982-6347
McKellar	Shelley	"History, Surgery"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0009-0006-3188-8913
McKenzie	Francine	History	Faculty of Social Science	0000-0001-7590-1784
Morrison	Sara Elizabeth	History	Faculty of Social Science	0009-0007-9264-6532
Nathans	Eli	History	Faculty of Social Science	0000-0002-4484-7540
Rhoden	Nancy L.	History	Faculty of Social Science	0009-0000-5429-580X
Schumacher	Frank	History	Faculty of Social Science	
Sendzikas	Aldona	History	Faculty of Social Science	0009-0001-4269-6814
Shatzmiller	Maya	History	Faculty of Social Science	
Turkel	William J.	History	Faculty of Social Science	0000-0003-4734-9894
Vance	Jonathan F	History	Faculty of Social Science	0009-0007-1176-3774
Wardhaugh	Robert A	History	Faculty of Social Science	0009-0004-5113-2473
Young	Carl	History	Faculty of Social Science	0009-0005-8026-7825
Alcantara	Christopher	Political Science	Faculty of Social Science	0000-0001-6089-1114
Anderson	Cameron D	Political Science	Faculty of Social Science	0000-0002-4334-5696
Armstrong	David	Political Science	Faculty of Social Science	0000-0002-9358-2489
Bousfield	Dan	Political Science	Faculty of Social Science	0000-0001-7157-1028
Brie	Evelyne	Political Science	Faculty of Social Science	0000-0001-9549-1794
Dick	Caroline Margaret	Political Science	Faculty of Social Science	0000-0003-2345-7444
Finneron-Burns	Elizabeth	Political Science	Faculty of Social Science	0000-0002-5632-7665
Harmes	Adam	Political Science	Faculty of Social Science	0000-0002-1531-3574
Jones	Charles	Political Science	Faculty of Social Science	0000-0001-6444-184X
Lebo	Matthew	Political Science	Faculty of Social Science	0000-0003-0334-2703
Simpson	Erika V	Political Science	Faculty of Social Science	0000-0002-1774-6285
Stephenson	Laura B	"Political Science, Study of Political Behavior"	Faculty of Social Science	0000-0003-3526-8624
Turgeon	Mathieu	Political Science	Faculty of Social Science	0000-0003-0134-4027
Vallejo Vera	Sebastian	Political Science	Faculty of Social Science	0000-0002-5848-7400
Allen	Natalie Jean	Psychology	Faculty of Social Science	
Atkinson	Michael L	Psychology	Faculty of Social Science	
Batterink	Laura	Psychology	Faculty of Social Science	0000-0002-6879-4666
Benson	Alex	Psychology	Faculty of Social Science	0000-0002-5978-065X
Bodell	Lindsay	Psychology	Faculty of Social Science	0000-0001-8346-7762
Campbell	Lorne	Psychology	Faculty of Social Science	0000-0002-9071-4845
Carver	Sarah Jane	Psychology	Faculty of Social Science	
Chavarria	Jesus	Psychology	Faculty of Social Science	0000-0001-5864-2899
Corneil	Brian D	"Psychology, Physiology and Pharmacology, Robarts - Imaging"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0002-4702-7089
Culham	Jody C	Psychology	Faculty of Social Science	0000-0003-0754-2999
Dozois	David	"Psychology, Psychiatry"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0002-0857-0679
Dumas	Tara	Psychology	Faculty of Social Science	
Evans	Michael Blair	Psychology	Faculty of Social Science	0000-0003-0668-4928
Fisher	William	Psychology	Faculty of Social Science	
Frewen	Paul Andrew	"Psychology, Epidemiology and Biostatistics, Psychiatry"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0003-3578-4776
Goffin	Richard D.	Psychology	Faculty of Social Science	0000-0002-0371-2711
Goodale	Mel A	Psychology	Faculty of Social Science	0000-0001-6748-0561
Grahn	Jessica	Psychology	Faculty of Social Science	0000-0001-7270-2114
Gribble	Paul	"Psychology, Physiology and Pharmacology"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0002-1368-032X
Hampson	Elizabeth	Psychology	Faculty of Social Science	0000-0003-4487-9013
Hassan	Raha	Psychology	Faculty of Social Science	0000-0002-2739-9993
Hayden	Elizabeth P	Psychology	Faculty of Social Science	0000-0002-1609-0093
Heerey	Erin	Psychology	Faculty of Social Science	0000-0001-6558-9563
Hinson	Riley	Psychology	Faculty of Social Science	
Jared	Debra J	Psychology	Faculty of Social Science	0000-0002-5818-4119
Joanisse	Marc	Psychology	Faculty of Social Science	0000-0002-6352-291X
Joel	Samantha	Psychology	Faculty of Social Science	0000-0001-5919-7408
Kaufman	Erin	Psychology	Faculty of Social Science	
Kavaliers	Martin I	Psychology	Faculty of Social Science	0000-0003-2292-5963
Kohler	Stefan	Psychology	Faculty of Social Science	0000-0003-1905-6453
Kohut	Taylor	Psychology	Faculty of Social Science	
Liu	Pan	Psychology	Faculty of Social Science	
Lupker	Stephen J	Psychology	Faculty of Social Science	0000-0001-8847-6983
McRae	Ken	Psychology	Faculty of Social Science	0000-0003-2341-0080
Meyer	John Peter	Psychology	Faculty of Social Science	0000-0001-8377-2003
Minda	John Paul	Psychology	Faculty of Social Science	0000-0002-4081-010X
Mitchell	Derek	"Psychology, Anatomy & Cell Biology, Psychiatry"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0002-5985-2801
Mitchell	John	Psychology	Faculty of Social Science	
Morton	J Bruce	Psychology	Faculty of Social Science	0000-0003-1112-0676
Neufeld	Richard W	Psychology	Faculty of Social Science	
Ossenkopp	Peter	Psychology	Faculty of Social Science	0000-0001-7391-3239
Owen	Adrian M	"Psychology, Physiology and Pharmacology, Robarts - Imaging"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0002-5738-3765
Pruszynski	Jedrzej	"Psychology, Physiology and Pharmacology, Robarts - Imaging"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0003-0786-0081
Reid	Graham James	"Psychology, Family Medicine"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0003-2139-0901
Sakaluk	John	Psychology	Faculty of Social Science	0000-0002-2515-9822
Saklofske	Donald h	Psychology	Faculty of Social Science	0000-0001-8350-1924
Sandre	Aislinn	Psychology	Faculty of Social Science	0000-0003-2317-0929
Scheffer	Julian	Psychology	Faculty of Social Science	0000-0001-8216-193X
Schmid	Susanne	"Psychology, Anatomy & Cell Biology"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0001-5366-8061
Stanton	Kasey	Psychology	Faculty of Social Science	
Stevenson	Ryan	Psychology	Faculty of Social Science	0000-0003-1037-7736
Strang	Caroline	Psychology	Faculty of Social Science	
Sutton	Jennifer Elizabeth	Psychology	Faculty of Social Science	0000-0001-8729-0546
Tenk	Christine Maria	Psychology	Faculty of Social Science	
Tremblay	Paul Francois	Psychology	Faculty of Social Science	0000-0002-5291-9153
Van Hedger	Kathryne Christine Trehubets	"Psychology, Clinical Neurological Science"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	
Woodley	Hayden	"Psychology, Ivey - Associate Dean"	"Faculty of Social Science, Richard Ivey School of Business"	0000-0001-8743-6381
Haan	Michael Don	"Research Data Centre, Sociology"	Faculty of Social Science	0000-0003-4942-7841
Harney	Nicholas	Soc Science - Office of Dean	Faculty of Social Science	0000-0003-4614-5566
Abada	Teresa	Sociology	Faculty of Social Science	0000-0002-9576-1632
Andersen	Robert Carl Albert	"Sociology, Ivey - Associate Dean"	"Faculty of Social Science, Richard Ivey School of Business"	0000-0003-4095-8259
Bell	Edward	Sociology	Faculty of Social Science	0000-0003-4361-7900
Calnitsky	David	Sociology	Faculty of Social Science	0000-0002-0828-1957
Choi	Hee Young	"Sociology, Epidemiology and Biostatistics"	"Faculty of Social Science, Schulich School of Medicine & Dentistry"	0000-0001-6885-6233
Cummins	Helene Anne	Sociology	Faculty of Social Science	0000-0003-1143-1714
Denice	Patrick	Sociology	Faculty of Social Science	0000-0002-7997-8313
Gardiner	Michael	Sociology	Faculty of Social Science	
Hewitt	Warren E	Sociology	Faculty of Social Science	0000-0002-1721-4924
Holm	Anders	Sociology	Faculty of Social Science	0000-0002-6641-3591
Huey	Laura	Sociology	Faculty of Social Science	0000-0003-2508-9542
Kleinknecht	Steven	Sociology	Faculty of Social Science	0000-0001-5067-1660
Kobayashi	Brenda S	Sociology	Faculty of Social Science	0000-0002-3986-8515
Kolpashnikova	Kamila	Sociology	Faculty of Social Science	0000-0001-6338-0977
Lehmann	Wolfgang	Sociology	Faculty of Social Science	0000-0003-3917-9979
McMullin	Julie Ann	Sociology	Faculty of Social Science	0000-0003-1723-8819
Mendes	Kaitlynn	Sociology	Faculty of Social Science	0000-0001-5891-0451
Nonomura	Robert	Sociology	Faculty of Social Science	0000-0002-8569-5774
Phillips	Lora Ann	Sociology	Faculty of Social Science	0000-0002-7487-3221
Ramos	Howard	Sociology	Faculty of Social Science	0000-0002-7174-9487
Schaffer	Scott E	Sociology	Faculty of Social Science	0000-0002-1508-5495
Shuey	Kim	Sociology	Faculty of Social Science	0000-0002-0832-1007
Silcox	Jennifer	Sociology	Faculty of Social Science	
Sunseri	Lina Sheri	Sociology	Faculty of Social Science	0009-0005-2309-9810
Waite	Sean	Sociology	Faculty of Social Science	0000-0002-6045-291X
Willson	Andrea E.	Sociology	Faculty of Social Science	0000-0002-2658-6973
Yoshida	Yoko	Sociology	Faculty of Social Science	0000-0001-8202-6068
Zajacova	Anna	Sociology	Faculty of Social Science	0000-0002-3880-6187
Aizezikali	Aishajiang	Ivey - Associate Dean	Richard Ivey School of Business	
Antia	Kersi D	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-4831-4653
Arjalies	Diane-laure	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-4070-9191
Athanassakos	George	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-8075-2936
Austin	Laurel Cecelia	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-6301-3146
Austin	Robert	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-0251-932X
Bansal	Pratima (Tima)	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-7899-9622
Barrett	David	Ivey - Associate Dean	Richard Ivey School of Business	0009-0006-9545-839X
Bartocci Liboni	Lara	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-4729-7943
Bayley	Tiffany	Ivey - Associate Dean	Richard Ivey School of Business	0000-0001-6572-3259
Beamish	Paul William	Ivey - Associate Dean	Richard Ivey School of Business	0000-0003-3823-2627
Begen	Mehmet	"Ivey - Associate Dean, Epidemiology and Biostatistics"	"Richard Ivey School of Business, Schulich School of Medicine & Dentistry"	0000-0001-7573-0882
Bhattacharyya	Barnini	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-5023-1902
Blanchard	Kanina	Ivey - Associate Dean	Richard Ivey School of Business	0009-0008-6755-9390
Bohlin	Erik Holger	Ivey - Associate Dean	Richard Ivey School of Business	0000-0001-5771-6438
Boichuk	Jeffrey	Ivey - Associate Dean	Richard Ivey School of Business	0000-0001-9990-9879
Branzei	Oana	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-4477-0192
Busaba	Walid	Ivey - Associate Dean	Richard Ivey School of Business	
Chang	Yuqian	Ivey - Associate Dean	Richard Ivey School of Business	0000-0001-7146-6519
Chen	Yang	Ivey - Associate Dean	Richard Ivey School of Business	0000-0001-8535-7815
Chintapalli	Prashant	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-6788-7537
Chrysostome	Elie Virgile Mahouton	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-0573-9969
Cipriano	Lauren Elizabeth	"Ivey - Associate Dean, Department of Medicine, Epidemiology and Biostatistics"	"Richard Ivey School of Business, Schulich School of Medicine & Dentistry"	0000-0001-5568-4516
Clark	Daniel	Ivey - Associate Dean	Richard Ivey School of Business	0000-0003-1645-4667
Cornelson	Kirsten	Ivey - Associate Dean	Richard Ivey School of Business	0000-0001-9700-8567
Cotte	June	Ivey - Associate Dean	Richard Ivey School of Business	0000-0003-0770-8338
Crossan	Mary Margaret	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-5635-3978
De Gannes	Nadine Shalini	Ivey - Associate Dean	Richard Ivey School of Business	
Duclos	Rodolphe T G	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-5947-8768
Eren	Dilan	Ivey - Associate Dean	Richard Ivey School of Business	0000-0001-5086-2125
Faik	Isam	Ivey - Associate Dean	Richard Ivey School of Business	0000-0001-9360-7941
Foerster	Stephen R.	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-7204-4999
Foster	Joshua	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-2796-1528
Fremeth	Adam	Ivey - Associate Dean	Richard Ivey School of Business	0000-0003-3999-0278
Frost	Ann	Ivey - Associate Dean	Richard Ivey School of Business	0009-0004-8668-9212
Frost	Tony	Ivey - Associate Dean	Richard Ivey School of Business	
Gafka	Beata	Ivey - Associate Dean	Richard Ivey School of Business	0009-0002-1774-3110
Goode	Miranda	Ivey - Associate Dean	Richard Ivey School of Business	0000-0001-5537-2096
Gualandris	Jury	Ivey - Associate Dean	Richard Ivey School of Business	0000-0003-4866-7050
Hackinen	Bradley Alexander	Ivey - Associate Dean	Richard Ivey School of Business	0009-0000-1143-4152
Haggerty	Nicole Rexina Dias	Ivey - Associate Dean	Richard Ivey School of Business	0000-0003-3671-9140
Hasse	Vanessa Carola	Ivey - Associate Dean	Richard Ivey School of Business	0000-0003-3203-9359
Hein	Patricia Helena	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-3073-6428
Holburn	Guy L.F.	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-9739-0708
Hosseini	Seyed Mohammad Taghi	Ivey - Associate Dean	Richard Ivey School of Business	0009-0006-7953-0216
Huo	Kun	Ivey - Associate Dean	Richard Ivey School of Business	0000-0002-7114-0866
